year,bcg_mtrnoint,tic,sic
1986,0.377034731,VRTX.,3585
1987,0.112200894,VRTX.,3585
1986,0.367213388,VULC,3060
1987,0.46,VULC,3060
1988,0.287525505,VULC,3060
1989,0.31344452,VULC,3060
1990,0.287714143,VULC,3060
1991,0.3342,VULC,3060
1992,0.315028171,VULC,3060
1993,0.309076958,VULC,3060
1994,0.298430721,VULC,3060
1995,0.265069285,VULC,3060
1996,0.266025182,VULC,3060
1997,0.267688078,VULC,3060
1998,0.250780503,VULC,3060
1999,0.271329279,VULC,3060
2000,0.287332179,VULC,3060
1986,0.46,VMC,1400
1987,0.393810207,VMC,1400
1988,0.339421409,VMC,1400
1989,0.34,VMC,1400
1990,0.34,VMC,1400
1991,0.3332,VMC,1400
1992,0.34,VMC,1400
1993,0.35,VMC,1400
1994,0.349535338,VMC,1400
1995,0.35,VMC,1400
1996,0.35,VMC,1400
1997,0.336,VMC,1400
1998,0.35,VMC,1400
1999,0.35,VMC,1400
2000,0.35,VMC,1400
1986,0.424556723,VY,3716
1987,0.434553995,VY,3716
1988,0.253127284,VY,3716
1986,0.40976777,5709B,5090
1987,0.126296859,5709B,5090
1988,0.140122692,5709B,5090
1989,0.107613381,5709B,5090
1986,0.46,WDFC,2890
1987,0.46,WDFC,2890
1988,0.4,WDFC,2890
1989,0.34,WDFC,2890
1990,0.34,WDFC,2890
1991,0.34,WDFC,2890
1992,0.34,WDFC,2890
1993,0.34,WDFC,2890
1994,0.341985808,WDFC,2890
1995,0.35,WDFC,2890
1996,0.35,WDFC,2890
1997,0.342027015,WDFC,2890
1998,0.35,WDFC,2890
1999,0.343,WDFC,2890
2000,0.344880257,WDFC,2890
1986,0.4508,WIC,4924
1987,0.382541489,WIC,4924
1988,0.34,WIC,4924
1989,0.34,WIC,4924
1990,0.330441498,WIC,4924
1991,0.322089532,WIC,4924
1992,0.330571314,WIC,4924
1993,0.35,WIC,4924
1994,0.35,WIC,4924
1995,0.343,WIC,4924
1996,0.35,WIC,4924
1997,0.343,WIC,4924
1998,0.343,WIC,4924
1999,0.343,WIC,4924
1986,0.073724527,NLWP,5045
1992,0.290910474,NLWP,5045
1993,0.265118759,NLWP,5045
1994,0.231689883,NLWP,5045
1995,0.190398784,NLWP,5045
1996,0.277880054,NLWP,5045
1997,0.262651,NLWP,5045
1998,0.279846329,NLWP,5045
1999,0.112001289,NLWP,5045
1986,0.429430606,3WNSIC,5190
1987,0.46,3WNSIC,5190
1988,0.46,3WNSIC,5190
1989,0.058066386,3WNSIC,5190
1990,0.233876168,3WNSIC,5190
1991,0.122581085,3WNSIC,5190
1986,0.438808039,3WABR,6510
1987,0.369498633,3WABR,6510
1988,0.311136015,3WABR,6510
1989,0.339402682,3WABR,6510
1990,0.313188293,3WABR,6510
1986,0.415369519,WAK,7381
1987,0.388522941,WAK,7381
1988,0.331333933,WAK,7381
1989,0.332602682,WAK,7381
1990,0.335290031,WAK,7381
1991,0.332310624,WAK,7381
1992,0.34,WAK,7381
1993,0.330891583,WAK,7381
1994,0.3498,WAK,7381
1995,0.315051406,WAK,7381
1996,0.34,WAK,7381
1997,0.335028193,WAK,7381
1998,0.348340267,WAK,7381
1999,0.338714721,WAK,7381
2000,0.3428,WAK,7381
1986,0.253292406,FTO,2911
1987,0.4,FTO,2911
1988,0.326826243,FTO,2911
1989,0.337148796,FTO,2911
1990,0.4,FTO,2911
1991,0.270602156,FTO,2911
1992,0.332739735,FTO,2911
1993,0.343,FTO,2911
1994,0.3274,FTO,2911
1995,0.307600386,FTO,2911
1996,0.333070145,FTO,2911
1997,0.3358,FTO,2911
1998,0.35,FTO,2911
1999,0.35,FTO,2911
2000,0.35,FTO,2911
1986,0.46,WMT,5331
1987,0.4,WMT,5331
1988,0.34,WMT,5331
1989,0.34,WMT,5331
1990,0.34,WMT,5331
1991,0.34,WMT,5331
1992,0.34,WMT,5331
1993,0.349102659,WMT,5331
1994,0.336,WMT,5331
1995,0.35,WMT,5331
1996,0.35,WMT,5331
1997,0.35,WMT,5331
1998,0.35,WMT,5331
1999,0.35,WMT,5331
2000,0.35,WMT,5331
1986,0.459119016,WALB,3714
1987,0.375270744,WALB,3714
1988,0.317004349,WALB,3714
1989,0.325205364,WALB,3714
1990,0.311792301,WALB,3714
1991,0.33039947,WALB,3714
1992,0.329630631,WALB,3714
1993,0.347294686,WALB,3714
1994,0.343695509,WALB,3714
1995,0.338904751,WALB,3714
1996,0.324350151,WALB,3714
1997,0.274417305,WALB,3714
1998,0.340254099,WALB,3714
1986,0.46,WBA,5912
1987,0.46,WBA,5912
1988,0.4,WBA,5912
1989,0.337018455,WBA,5912
1990,0.34,WBA,5912
1991,0.34,WBA,5912
1992,0.34,WBA,5912
1993,0.339475378,WBA,5912
1994,0.35,WBA,5912
1995,0.35,WBA,5912
1996,0.34816814,WBA,5912
1997,0.337336908,WBA,5912
1998,0.343,WBA,5912
1999,0.333073885,WBA,5912
2000,0.347890267,WBA,5912
1986,0.388311236,WLKBQ,3140
1987,0.378755871,WLKBQ,3140
1988,0.365531369,WLKBQ,3140
1989,0.30656099,WLKBQ,3140
1990,0.2794789,WLKBQ,3140
1991,0.304615519,WLKBQ,3140
1992,0.326891764,WLKBQ,3140
1993,0.305096323,WLKBQ,3140
1994,0.288192889,WLKBQ,3140
1995,0.34,WLKBQ,3140
1996,0.39,WLKBQ,3140
1997,0.267162235,WLKBQ,3140
1998,0.306571319,WLKBQ,3140
1999,0.227378756,WLKBQ,3140
2000,0.34,WLKBQ,3140
1986,0.225602327,WLKF,6411
1987,0.340166822,WLKF,6411
1988,0.46,WLKF,6411
1989,0.195671878,WLKF,6411
1990,0.132463674,WLKF,6411
1991,0.082191916,WLKF,6411
1992,0.123510286,WLKF,6411
1993,0.095158903,WLKF,6411
1994,0.122070916,WLKF,6411
1995,0.107671819,WLKF,6411
1996,0.124662988,WLKF,6411
1997,0.111134229,WLKF,6411
1998,0.123338339,WLKF,6411
1999,0.117272996,WLKF,6411
2000,0.14760453,WLKF,6411
1986,0.418168396,3WTEL.,5065
1987,0.189255198,3WTEL.,5065
1988,0.178665019,3WTEL.,5065
1989,0.103774953,3WTEL.,5065
1990,0.016728082,3WTEL.,5065
1986,0.426456918,WTWQE,5731
1987,0.37950975,WTWQE,5731
1988,0.313828106,WTWQE,5731
1989,0.310955987,WTWQE,5731
1986,0.4508,WCS.,2761
1987,0.451794897,WCS.,2761
1988,0.392328829,WCS.,2761
1989,0.330024461,WCS.,2761
1990,0.331873732,WCS.,2761
1991,0.338535569,WCS.,2761
1992,0.34,WCS.,2761
1993,0.34,WCS.,2761
1994,0.35,WCS.,2761
1995,0.3498,WCS.,2761
1996,0.3498,WCS.,2761
1997,0.32593145,WCS.,2761
1998,0.35,WCS.,2761
1999,0.35,WCS.,2761
2000,0.342323221,WCS.,2761
1986,0.459153005,JWC.,3086
1987,0.4508,JWC.,3086
1986,0.46,WANG,7372
1987,0.44562024,WANG,7372
1988,0.4,WANG,7372
1989,0.379001206,WANG,7372
1990,0.205070288,WANG,7372
1991,0.112735764,WANG,7372
1992,0.062096664,WANG,7372
1993,0.051048148,WANG,7372
1994,0.210722007,WANG,7372
1995,0.198086346,WANG,7372
1996,0.227773263,WANG,7372
1997,0.307645462,WANG,7372
1998,0.200504177,WANG,7372
1986,0.46,WCI.1,3652
1987,0.4,WCI.1,3652
1988,0.34,WCI.1,3652
1986,0.405351698,COVR,7372
1987,0.417918786,COVR,7372
1988,0.39571638,COVR,7372
1989,0.29707685,COVR,7372
1990,0.28769776,COVR,7372
1991,0.29120905,COVR,7372
1992,0.336641208,COVR,7372
1993,0.339454024,COVR,7372
1994,0.26577258,COVR,7372
1995,0.086082114,COVR,7372
1996,0.055091923,COVR,7372
1997,0.081642385,COVR,7372
1998,0.110165641,COVR,7372
1999,0.088987778,COVR,7372
2000,0.090760828,COVR,7372
1986,0.457168984,WLA,2834
1987,0.372617956,WLA,2834
1988,0.34,WLA,2834
1989,0.34,WLA,2834
1990,0.338710557,WLA,2834
1991,0.34,WLA,2834
1992,0.34,WLA,2834
1993,0.35,WLA,2834
1994,0.35,WLA,2834
1995,0.35,WLA,2834
1996,0.35,WLA,2834
1997,0.35,WLA,2834
1998,0.35,WLA,2834
1999,0.35,WLA,2834
1986,0.128186216,3WTEC,7389
1987,0.106420658,3WTEC,7389
1988,0.191534397,3WTEC,7389
1989,0.257327454,3WTEC,7389
1990,0.274426494,3WTEC,7389
1991,0.299233866,3WTEC,7389
1992,0.279731917,3WTEC,7389
1993,0.308480539,3WTEC,7389
1994,0.300602266,3WTEC,7389
1995,0.327135399,3WTEC,7389
1996,0.331420609,3WTEC,7389
1997,0.337349727,3WTEC,7389
1998,0.34,3WTEC,7389
1999,0.183890465,3WTEC,7389
2000,0.174533188,3WTEC,7389
1986,0.300756244,ALTV,4813
1987,0.316172668,ALTV,4813
1988,0.260422368,ALTV,4813
1989,0.328023476,ALTV,4813
1990,0.297396897,ALTV,4813
1991,0.318506229,ALTV,4813
1992,0.296014989,ALTV,4813
1993,0.282868134,ALTV,4813
1994,0.291377909,ALTV,4813
1995,0.276262506,ALTV,4813
1996,0.32734587,ALTV,4813
1997,0.302534488,ALTV,4813
1998,0.3196,ALTV,4813
1999,0.287111882,ALTV,4813
2000,0.328359115,ALTV,4813
1986,0.36249999,4605B,6510
1987,0.349166122,4605B,6510
1988,0.326045484,4605B,6510
1989,0.291154042,4605B,6510
1990,0.22407869,4605B,6510
1991,0.31258045,4605B,6510
1992,0.32595514,4605B,6510
1986,0.4508,WEG.2,4924
1987,0.4508,WEG.2,4924
1988,0.392,WEG.2,4924
1989,0.335811325,WEG.2,4924
1990,0.337497076,WEG.2,4924
1991,0.331480492,WEG.2,4924
1992,0.333865329,WEG.2,4924
1993,0.34,WEG.2,4924
1994,0.326591807,WEG.2,4924
1995,0.34,WEG.2,4924
1996,0.343,WEG.2,4924
1986,0.454693547,WGL,4924
1987,0.396490361,WGL,4924
1988,0.34,WGL,4924
1989,0.34,WGL,4924
1990,0.34,WGL,4924
1991,0.34,WGL,4924
1992,0.324720539,WGL,4924
1993,0.34,WGL,4924
1994,0.35,WGL,4924
1995,0.347175085,WGL,4924
1996,0.344965054,WGL,4924
1997,0.349114754,WGL,4924
1998,0.342494711,WGL,4924
1999,0.345809027,WGL,4924
2000,0.326311859,WGL,4924
1986,0.371819155,WHI.,1531
1987,0.429463416,WHI.,1531
1994,0.333511897,WHI.,1531
1995,0.335699213,WHI.,1531
1996,0.338428571,WHI.,1531
1997,0.29629771,WHI.,1531
1998,0.325656553,WHI.,1531
1999,0.346807536,WHI.,1531
2000,0.345358077,WHI.,1531
1986,0.393641142,WNT,6311
1987,0.324480657,WNT,6311
1988,0.409852124,WNT,6311
1989,0.325135149,WNT,6311
1990,0.297940849,WNT,6311
1991,0.29560103,WNT,6311
1992,0.34,WNT,6311
1993,0.30668144,WNT,6311
1994,0.343954597,WNT,6311
1995,0.332029269,WNT,6311
1996,0.331432552,WNT,6311
1986,0.46,WEG1,4924
1987,0.459142401,WEG1,4924
1988,0.4,WEG1,4924
1989,0.34,WEG1,4924
1990,0.34,WEG1,4924
1991,0.339481175,WEG1,4924
1992,0.338965663,WEG1,4924
1993,0.34,WEG1,4924
1994,0.369132417,WEG1,4924
1995,0.348968967,WEG1,4924
1996,0.35,WEG1,4924
1986,0.449835994,GHC,8200
1987,0.390541489,GHC,8200
1988,0.34,GHC,8200
1989,0.34,GHC,8200
1990,0.34,GHC,8200
1991,0.337723512,GHC,8200
1992,0.335011995,GHC,8200
1993,0.35,GHC,8200
1994,0.343,GHC,8200
1995,0.339979522,GHC,8200
1996,0.35,GHC,8200
1997,0.348231863,GHC,8200
1998,0.35,GHC,8200
1999,0.343,GHC,8200
2000,0.346867849,GHC,8200
1986,0.351937758,WSCI,3560
1987,0.440174498,WSCI,3560
1988,0.395111168,WSCI,3560
1989,0.319010928,WSCI,3560
1990,0.310455733,WSCI,3560
1991,0.4,WSCI,3560
1992,0.289422469,WSCI,3560
1993,0.121820843,WSCI,3560
1994,0.147495365,WSCI,3560
1995,0.175653163,WSCI,3560
1996,0.172421049,WSCI,3560
1997,0.273927285,WSCI,3560
1998,0.314368351,WSCI,3560
1999,0.289567689,WSCI,3560
2000,0.292756568,WSCI,3560
1986,0.456432786,AVA,4931
1987,0.4,AVA,4931
1988,0.34,AVA,4931
1989,0.34,AVA,4931
1990,0.3332,AVA,4931
1991,0.34,AVA,4931
1992,0.331002926,AVA,4931
1993,0.35,AVA,4931
1994,0.347497942,AVA,4931
1995,0.35,AVA,4931
1996,0.35,AVA,4931
1997,0.35,AVA,4931
1998,0.348181738,AVA,4931
1999,0.348270464,AVA,4931
2000,0.344101874,AVA,4931
1986,0.45839916,WMX,4953
1987,0.399270744,WMX,4953
1988,0.338857833,WMX,4953
1989,0.3332,WMX,4953
1990,0.34,WMX,4953
1991,0.34,WMX,4953
1992,0.34,WMX,4953
1993,0.35,WMX,4953
1994,0.35,WMX,4953
1995,0.35,WMX,4953
1996,0.35,WMX,4953
1997,0.343,WMX,4953
1986,0.4416,4373B,4412
1987,0.355226599,4373B,4412
1986,0.234309737,ZRBA,3690
1987,0.274763644,ZRBA,3690
1988,0.228226771,ZRBA,3690
1989,0.248191419,ZRBA,3690
1990,0.425,ZRBA,3690
1991,0.425,ZRBA,3690
1992,0.11749251,ZRBA,3690
1993,0.126393377,ZRBA,3690
1994,0.242195467,ZRBA,3690
1995,0.258462638,ZRBA,3690
1996,0.286799031,ZRBA,3690
1997,0.284953412,ZRBA,3690
1998,0.289080663,ZRBA,3690
1999,0.295860101,ZRBA,3690
2000,0.295100656,ZRBA,3690
1986,0.440927367,WJ,3663
1987,0.381253675,WJ,3663
1988,0.32469273,WJ,3663
1989,0.34,WJ,3663
1990,0.323830631,WJ,3663
1991,0.34,WJ,3663
1992,0.322933135,WJ,3663
1993,0.343168284,WJ,3663
1994,0.35,WJ,3663
1995,0.348759179,WJ,3663
1996,0.3546,WJ,3663
1997,0.336,WJ,3663
1998,0.3498,WJ,3663
1986,0.404104583,WSO,5070
1987,0.373967272,WSO,5070
1988,0.314598117,WSO,5070
1989,0.31493765,WSO,5070
1990,0.323826397,WSO,5070
1991,0.327811394,WSO,5070
1992,0.33907947,WSO,5070
1993,0.362823384,WSO,5070
1994,0.37425355,WSO,5070
1995,0.339125584,WSO,5070
1996,0.3358,WSO,5070
1997,0.3364,WSO,5070
1998,0.3428,WSO,5070
1999,0.338216021,WSO,5070
2000,0.33883425,WSO,5070
1986,0.449953005,WPP.2,2621
1987,0.46,WPP.2,2621
1988,0.4,WPP.2,2621
1989,0.339390823,WPP.2,2621
1990,0.330441498,WPP.2,2621
1991,0.33215887,WPP.2,2621
1992,0.321542335,WPP.2,2621
1993,0.336926179,WPP.2,2621
1994,0.348828134,WPP.2,2621
1995,0.336,WPP.2,2621
1996,0.339108084,WPP.2,2621
1997,0.3364,WPP.2,2621
1998,0.336,WPP.2,2621
1999,0.315502851,WPP.2,2621
2000,0.313386657,WPP.2,2621
1986,0.431231703,WAVR,2731
1987,0.369109965,WAVR,2731
1988,0.28206764,WAVR,2731
1989,0.302055729,WAVR,2731
1990,0.32327927,WAVR,2731
1991,0.301524072,WAVR,2731
1992,0.358547081,WAVR,2731
1993,0.296291875,WAVR,2731
1994,0.339536301,WAVR,2731
1995,0.328187836,WAVR,2731
1996,0.339103714,WAVR,2731
1997,0.328642234,WAVR,2731
1986,0.288090716,WVTK,3825
1987,0.382176364,WVTK,3825
1988,0.40429262,WVTK,3825
1989,0.291353477,WVTK,3825
1990,0.30666966,WVTK,3825
1986,0.41807664,WXMN,5070
1987,0.419519524,WXMN,5070
1988,0.393611441,WXMN,5070
1989,0.3264,WXMN,5070
1990,0.328783688,WXMN,5070
1991,0.3264,WXMN,5070
1992,0.325916181,WXMN,5070
1993,0.34,WXMN,5070
1994,0.300995057,WXMN,5070
1995,0.279470174,WXMN,5070
1996,0.329399713,WXMN,5070
1997,0.322230401,WXMN,5070
1998,0.3426,WXMN,5070
1999,0.318246078,WXMN,5070
2000,0.34,WXMN,5070
1986,0.440719016,SIAYQ.1,2253
1987,0.371682629,SIAYQ.1,2253
1988,0.311222759,SIAYQ.1,2253
1989,0.261189448,SIAYQ.1,2253
1990,0.425,SIAYQ.1,2253
1991,0.054334409,SIAYQ.1,2253
1992,0.081268737,SIAYQ.1,2253
1993,0.091371047,SIAYQ.1,2253
1994,0.016123783,SIAYQ.1,2253
1995,0.041251159,SIAYQ.1,2253
1996,0.038581147,SIAYQ.1,2253
1997,0.038242832,SIAYQ.1,2253
1998,0.047295757,SIAYQ.1,2253
1999,0.04157257,SIAYQ.1,2253
1986,0.243729623,3WEAN,3540
1987,0.21492176,3WEAN,3540
1988,0.166621298,3WEAN,3540
1989,0.185949728,3WEAN,3540
1990,0.262150468,3WEAN,3540
1991,0.315529328,3WEAN,3540
1992,0.081297535,3WEAN,3540
1986,0.172773339,WII.,7359
1987,0.167188918,WII.,7359
1988,0.229856484,WII.,7359
1989,0.268341876,WII.,7359
1990,0.325652389,WII.,7359
1991,0.316504906,WII.,7359
1992,0.33849162,WII.,7359
1993,0.34632565,WII.,7359
1994,0.35,WII.,7359
1995,0.33995895,WII.,7359
1996,0.336,WII.,7359
1997,0.347664396,WII.,7359
1986,0.286191218,WEBPQ,3555
1987,0.316308783,WEBPQ,3555
1988,0.274398877,WEBPQ,3555
1989,0.2882777,WEBPQ,3555
1990,0.282734917,WEBPQ,3555
1991,0.244917452,WEBPQ,3555
1992,0.34,WEBPQ,3555
1993,0.193068656,WEBPQ,3555
1994,0.39,WEBPQ,3555
1995,0.222236989,WEBPQ,3555
1996,0.258258247,WEBPQ,3555
1997,0.243187748,WEBPQ,3555
1998,0.26022642,WEBPQ,3555
1999,0.3006326,WEBPQ,3555
2000,0.249603644,WEBPQ,3555
1986,0.440719016,WBB.1,1531
1987,0.46,WBB.1,1531
1988,0.46,WBB.1,1531
1989,0.334267608,WBB.1,1531
1990,0.335086695,WBB.1,1531
1991,0.336417842,WBB.1,1531
1992,0.338548542,WBB.1,1531
1993,0.34,WBB.1,1531
1994,0.341007536,WBB.1,1531
1995,0.339832134,WBB.1,1531
1996,0.35,WBB.1,1531
1997,0.33962653,WBB.1,1531
1998,0.345821758,WBB.1,1531
1999,0.35,WBB.1,1531
2000,0.336564387,WBB.1,1531
1986,0.055067441,ENOT,3661
1987,0.279696805,ENOT,3661
2000,0.06704899,ENOT,3661
1986,0.303194156,WEDC.,3089
1987,0.320387873,WEDC.,3089
1988,0.333087406,WEDC.,3089
1989,0.322996585,WEDC.,3089
1990,0.329221758,WEDC.,3089
1991,0.331248306,WEDC.,3089
1992,0.338387687,WEDC.,3089
1993,0.325640816,WEDC.,3089
1994,0.312106304,WEDC.,3089
1986,0.408921265,WGHT,3590
1987,0.3955,WGHT,3590
1988,0.331248306,WGHT,3590
1989,0.339139383,WGHT,3590
1990,0.332228311,WGHT,3590
1986,0.426890796,WC.1,5040
1987,0.331944693,WC.1,5040
1988,0.51,WC.1,5040
1989,0.270002901,WC.1,5040
1986,0.449919016,WMK,5411
1987,0.398696528,WMK,5411
1988,0.335855593,WMK,5411
1989,0.34,WMK,5411
1990,0.34,WMK,5411
1991,0.336484012,WMK,5411
1992,0.34,WMK,5411
1993,0.35,WMK,5411
1994,0.35,WMK,5411
1995,0.35,WMK,5411
1996,0.343,WMK,5411
1997,0.34632565,WMK,5411
1998,0.35,WMK,5411
1999,0.35,WMK,5411
2000,0.35,WMK,5411
1986,0.455758127,3WDGF,3714
1987,0.387326154,3WDGF,3714
1988,0.365419981,3WDGF,3714
1989,0.371030035,3WDGF,3714
1990,0.089456557,3WDGF,3714
1991,0.078040432,3WDGF,3714
1992,0.102159326,3WDGF,3714
1993,0.0814049,3WDGF,3714
1994,0.164134857,3WDGF,3714
1995,0.20372579,3WDGF,3714
1996,0.190907473,3WDGF,3714
1997,0.204028516,3WDGF,3714
1986,0.439848573,WEIS,5944
1987,0.386359962,WEIS,5944
1988,0.333776898,WEIS,5944
1986,0.4508,WBLT,3580
1987,0.390696528,WBLT,3580
1988,0.337989828,WBLT,3580
1989,0,WBLT,3580
1990,0,WBLT,3580
1991,0.323557662,WBLT,3580
1992,0.337588041,WBLT,3580
1993,0.347848306,WBLT,3580
1986,0.325785246,4659B,3317
1986,0.329828087,WDTR,3560
1987,0.46,WDTR,3560
1988,0.25482999,WDTR,3560
1989,0.184626805,WDTR,3560
1990,0.260379177,WDTR,3560
1991,0.28758055,WDTR,3560
1992,0.240576286,WDTR,3560
1993,0.34,WDTR,3560
1994,0.141451598,WDTR,3560
1995,0.111614809,WDTR,3560
1996,0.09685033,WDTR,3560
1997,0.082306391,WDTR,3560
1986,0.446538788,WLC.1,3140
1987,0.43158336,WLC.1,3140
1988,0.392367544,WLC.1,3140
1989,0.329716392,WLC.1,3140
1990,0.321772753,WLC.1,3140
1991,0.336978897,WLC.1,3140
1992,0.323329503,WLC.1,3140
1993,0.302825482,WLC.1,3140
1994,0.313439596,WLC.1,3140
1995,0.269974014,WLC.1,3140
1996,0.292956788,WLC.1,3140
1997,0.286848527,WLC.1,3140
1998,0.34,WLC.1,3140
1999,0.34,WLC.1,3140
2000,0.280024759,WLC.1,3140
1986,0.349037639,3WLGN,2511
1987,0.291857092,3WLGN,2511
1988,0.258194584,3WLGN,2511
1989,0.250478231,3WLGN,2511
1990,0.25598685,3WLGN,2511
1991,0.172147777,3WLGN,2511
1992,0.234012918,3WLGN,2511
1993,0.232851464,3WLGN,2511
1994,0.248143075,3WLGN,2511
1995,0.255249711,3WLGN,2511
1996,0.34,3WLGN,2511
1997,0.32499394,3WLGN,2511
1998,0.199123507,3WLGN,2511
1999,0.269761211,3WLGN,2511
1986,0.403702335,4071B,2200
1987,0.396488858,4071B,2200
1986,0.177048275,AGNUQ,5090
1987,0.323861085,AGNUQ,5090
1988,0.309058142,AGNUQ,5090
1989,0.273297064,AGNUQ,5090
1990,0.29242179,AGNUQ,5090
1991,0.270801603,AGNUQ,5090
1992,0.306309304,AGNUQ,5090
1993,0.207750039,AGNUQ,5090
1994,0.201719246,AGNUQ,5090
1995,0.165439558,AGNUQ,5090
1996,0.242740695,AGNUQ,5090
1997,0.278410311,AGNUQ,5090
1998,0.292345549,AGNUQ,5090
1999,0.15,AGNUQ,5090
2000,0.289954949,AGNUQ,5090
1986,0.095703918,7170B,3577
1987,0.09085128,7170B,3577
1988,0.105052389,7170B,3577
1989,0.033425366,7170B,3577
1986,0.456848414,WEN.2,5812
1987,0.381558599,WEN.2,5812
1988,0.327694778,WEN.2,5812
1989,0.33833757,WEN.2,5812
1990,0.337606138,WEN.2,5812
1991,0.34,WEN.2,5812
1992,0.34,WEN.2,5812
1993,0.348056721,WEN.2,5812
1994,0.35,WEN.2,5812
1995,0.35,WEN.2,5812
1996,0.35,WEN.2,5812
1997,0.332558445,WEN.2,5812
1998,0.349489293,WEN.2,5812
1999,0.35,WEN.2,5812
2000,0.3468562,WEN.2,5812
1986,0.099756656,6259B,5084
1987,0.03816315,6259B,5084
1988,0.056384205,6259B,5084
1989,0.11631229,6259B,5084
1990,0.059495209,6259B,5084
1991,0.083840604,6259B,5084
1992,0.086417357,6259B,5084
1993,0.121826492,6259B,5084
1994,0.109772484,6259B,5084
1995,0.066679817,6259B,5084
1996,0.111966916,6259B,5084
1997,0.125300843,6259B,5084
1986,0.409829641,WSC.2,7359
1987,0.353943787,WSC.2,7359
1988,0.325929244,WSC.2,7359
1989,0.335458948,WSC.2,7359
1990,0.308744989,WSC.2,7359
1991,0.322684146,WSC.2,7359
1992,0.34,WSC.2,7359
1993,0.331313444,WSC.2,7359
1994,0.318926607,WSC.2,7359
1995,0.331255793,WSC.2,7359
1996,0.338570163,WSC.2,7359
1997,0.317245139,WSC.2,7359
1998,0.34840648,WSC.2,7359
1999,0.348503006,WSC.2,7359
2000,0.35,WSC.2,7359
1986,0.398282899,GBR,1311
1987,0.356214543,GBR,1311
1988,0.353236422,GBR,1311
1989,0.265322156,GBR,1311
1990,0.4,GBR,1311
1991,0.34,GBR,1311
1992,0.3196,GBR,1311
1993,0.285752426,GBR,1311
1994,0.289852347,GBR,1311
1995,0.329430685,GBR,1311
1996,0.29624503,GBR,1311
1997,0.312754516,GBR,1311
1998,0.314100506,GBR,1311
1999,0.288848867,GBR,1311
2000,0.34,GBR,1311
1986,0.068798156,SSF,3845
1987,0.068477881,SSF,3845
1988,0.042669131,SSF,3845
1989,0.065790219,SSF,3845
1990,0.047066952,SSF,3845
1991,0.032563792,SSF,3845
1992,0.072058261,SSF,3845
1993,0.094993657,SSF,3845
1994,0.075454728,SSF,3845
1995,0.097626367,SSF,3845
1996,0.005187687,SSF,3845
1986,0.449919016,WST,3060
1987,0.391270744,WST,3060
1988,0.338279241,WST,3060
1989,0.34,WST,3060
1990,0.335706348,WST,3060
1991,0.326108536,WST,3060
1992,0.33627169,WST,3060
1993,0.336,WST,3060
1994,0.3442,WST,3060
1995,0.349110644,WST,3060
1996,0.35,WST,3060
1997,0.330042872,WST,3060
1998,0.348619729,WST,3060
1999,0.346874064,WST,3060
2000,0.343122462,WST,3060
1986,0.453601771,AYE3,4911
1987,0.39522316,AYE3,4911
1988,0.34,AYE3,4911
1989,0.34,AYE3,4911
1990,0.339452874,AYE3,4911
1991,0.34,AYE3,4911
1992,0.34,AYE3,4911
1993,0.35,AYE3,4911
1994,0.35,AYE3,4911
1995,0.35,AYE3,4911
1996,0.35,AYE3,4911
1997,0.35,AYE3,4911
1998,0.35,AYE3,4911
1999,0.345904751,AYE3,4911
2000,0.345881086,AYE3,4911
1986,0.46,WPM.1,2211
1987,0.4416,WPM.1,2211
1988,0.4,WPM.1,2211
1989,0.307760354,WPM.1,2211
1990,0.316950921,WPM.1,2211
1991,0.329856775,WPM.1,2211
1992,0.305474079,WPM.1,2211
1986,0.44298,AEP14,4911
1987,0.392,AEP14,4911
1988,0.34,AEP14,4911
1989,0.34,AEP14,4911
1990,0.34,AEP14,4911
1991,0.34,AEP14,4911
1992,0.338041515,AEP14,4911
1993,0.339839712,AEP14,4911
1994,0.345904751,AEP14,4911
1995,0.347642034,AEP14,4911
1996,0.342995177,AEP14,4911
1997,0.338904751,AEP14,4911
1998,0.348181738,AEP14,4911
1999,0.310816021,AEP14,4911
2000,0.341675391,AEP14,4911
1986,0.226913825,3USHE,6321
1987,0.203509698,3USHE,6321
1988,0.235417183,3USHE,6321
1989,0.23489058,3USHE,6321
1990,0.262488042,3USHE,6321
1991,0.260360501,3USHE,6321
1992,0.28474594,3USHE,6321
1993,0.311733505,3USHE,6321
1994,0.308602903,3USHE,6321
1995,0.315735294,3USHE,6321
1996,0.283322147,3USHE,6321
1997,0.20632757,3USHE,6321
1998,0.20515901,3USHE,6321
1999,0.169314835,3USHE,6321
2000,0.13313582,3USHE,6321
1986,0.284894984,2022B,3490
1987,0.204452602,2022B,3490
1986,0.041999476,WBEL,7812
1987,0.084862685,WBEL,7812
1986,0.242195882,WSN.,1389
1987,0.16066204,WSN.,1389
1988,0.188767547,WSN.,1389
1989,0.174751908,WSN.,1389
1990,0.173635326,WSN.,1389
1991,0.134528522,WSN.,1389
1992,0.121379417,WSN.,1389
1993,0.18227496,WSN.,1389
1986,0.46,WDC,3572
1987,0.46,WDC,3572
1988,0.4,WDC,3572
1989,0.34,WDC,3572
1990,0.34,WDC,3572
1991,0.291361328,WDC,3572
1992,0.252218066,WDC,3572
1993,0.310569496,WDC,3572
1994,0.35,WDC,3572
1995,0.35,WDC,3572
1996,0.35,WDC,3572
1997,0.349552467,WDC,3572
1998,0.314837611,WDC,3572
1999,0.178757586,WDC,3572
2000,0.136243201,WDC,3572
